견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
믹스,믹스,"Brown, White",2022.01,1.3,4.0,http://www.animal.go.kr/files/shelter/2023/05/202305011605480.jpg,Y,M,N,물지는 않으나 예민함,전라북도 임실군,0,1,4,0,1,Y
믹스,믹스,"Brown, White",2023.01,0.7,0.8,http://www.animal.go.kr/files/shelter/2023/07/202309040909897[1].jpg,Y,F,N,순하고 귀여움,강원도 삼척시,0,0,1,1,1,Y
믹스,믹스,"Beige, Brown",2016.01,6.9,6.9,http://www.animal.go.kr/files/shelter/2022/11/202211231511868.jpg,Y,M,U,"순함, 옷 입고 있음, 사람 좋아함",경기도 파주시,0,6,7,0,2,Y
푸들,푸들,"Brown, White",2022.01,0.4,7.0,http://www.animal.go.kr/files/shelter/2022/05/202206100806982.jpg,Y,M,N,집으로들어옴,전라남도 나주시,1,0,7,0,1,Y
비숑프리제,비숑프리제,White,2022.01,1.5,3.2,http://www.animal.go.kr/files/shelter/2023/05/20230616140651[1].jpg,Y,M,N,"순함, 털 관리 안됨, 송곳니 유치",경기도 안산시,1,1,3,0,1,Y
말라뮤트,말라뮤트,"Beige, White",2019.01,3.6,33.0,http://www.animal.go.kr/files/shelter/2022/08/202208221708213.jpg,Y,F,U,,경기도 고양시,1,3,33,1,2,Y
믹스,믹스,"Brown, White",2021.01,0.7,6.0,http://www.animal.go.kr/files/shelter/2021/09/20210923100964.jpg,Y,M,U,,부산광역시 해운대구,0,0,6,0,2,Y
믹스,믹스,"Brown, White",2023.01,0.2,0.5,http://www.animal.go.kr/files/shelter/2023/03/202303302103609.jpg,Y,M,N,작고이쁘게생김,전라북도 익산시,0,0,0,0,1,Y
믹스,믹스,Brown,2023.01,0.5,2.0,http://www.animal.go.kr/files/shelter/2023/05/202306191506198[1].jpg,Y,F,N,순하다,전라북도 김제시,0,0,2,1,1,Y
닥스훈트,닥스훈트,Black,2014.01,7.2,10.0,http://www.animal.go.kr/files/shelter/2021/03/202103230903403.jpg,Y,F,U,영월읍 주공2차 아파트 앞,강원도 영월군,1,7,10,1,2,Y
믹스,믹스,Black,2023.01,0.4,1.5,http://www.animal.go.kr/files/shelter/2023/05/202305230805682.jpg,Y,M,N,175번 새끼,충청북도 충주시,0,0,2,0,1,Y
스피츠,스피츠,White,2017.01,4.0,7.5,http://www.animal.go.kr/files/shelter/2020/11/202012200812907.jpg,Y,F,U,초록색 두색 목줄 착용,인천광역시 계양구,1,4,8,1,2,Y
믹스,믹스,Ivory,2021.01,0.1,1.6,http://www.animal.go.kr/files/shelter/2020/11/202102051602897.jpg,Y,F,N,온순함,전라남도 여수시,0,0,2,1,1,Y
믹스,믹스,Parti,2021.01,0.0,2.0,http://www.animal.go.kr/files/shelter/2020/11/202101060001159.jpg,Y,F,N,온순,경상남도 밀양시,0,0,2,1,1,Y
믹스,믹스,Brown,2022.01,0.3,6.0,http://www.animal.go.kr/files/shelter/2022/04/202204181504978.jpg,Y,F,U,"곰인형같이옴, 양귀처짐, 코검정, 우측볼분홍이물질묻음, 사람따름, 꼬리단미안됨",경기도 양주시,0,0,6,1,2,Y
믹스,믹스,"Black, Brown, White",2023.01,0.3,1.7,http://www.animal.go.kr/files/shelter/2023/04/20230428150477.jpg,Y,M,N,"귀접힘, 코검정, 발끝, 눈썹 부분 흰털, 온순함, 꼬리단미안됨, 털상태",경기도 양주시,0,0,2,0,1,Y
테리어,테리어,"Black, White",2016.01,5.6,10.0,http://www.animal.go.kr/files/shelter/2021/08/202108141308145.jpg,Y,M,N,"치석, 온순, 사람따름, 꼬리단미안됨, 털때탐, 피부병의심, 칩있음",경기도 양주시,1,5,10,0,1,Y
믹스,믹스,"Brown, White",2022.01,0.6,7.0,http://www.animal.go.kr/files/shelter/2022/08/202208171608487.jpg,Y,F,U,"양귀, 꼬리털 남기고 미용 흔적, 네발끝 흰털, 코검정, 다리가긺, 사람좋아함, 꼬리단미안됨, 털푸석한편",경기도 양주시,0,0,7,1,2,Y
포메라니안,포메라니안,Ivory,2016.01,7.7,2.2,http://www.animal.go.kr/files/shelter/2023/07/202309181409642.jpg,Y,F,U,"순하고 사람을 잘 따름, 관리가 잘 되어 있는 걸로 보아 주인을 잃어버린 것 같음",경기도 평택시,1,7,2,1,2,Y
믹스,믹스,"Black, Brown",2023.01,0.1,1.7,http://www.animal.go.kr/files/shelter/2023/01/202302042202205.jpg,Y,F,N,귀엽다,경기도 평택시,0,0,2,1,1,Y
믹스,믹스,"Black, White",2020.01,2.2,10.0,http://www.animal.go.kr/files/shelter/2022/03/202203071703415.jpg,Y,M,N,상태,강원도 동해시,0,2,10,0,1,Y
믹스,믹스,Brown,2021.01,0.6,4.0,http://www.animal.go.kr/files/shelter/2021/08/202108092108919.jpg,Y,M,N,작고순함,전라북도 익산시,0,0,4,0,1,Y
믹스,믹스,Brown,2023.01,0.4,2.0,http://www.animal.go.kr/files/shelter/2023/05/202305102105256[1].jpg,Y,F,N,작고순하며이쁘게생겼음,전라북도 익산시,0,0,2,1,1,Y
